Monthly_Inhand_Salary,Delay_from_due_date,Outstanding_Debt,Credit_History_Age,Credit_Score_Encoded,Num_of_Loan_Types,Credit_Mix_Good,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes
1386.175,15,548.31,261.0,1,3,1,1,0
1386.175,15,548.31,262.0,1,3,1,1,0
1386.175,16,548.31,264.0,1,3,1,1,0
1386.175,19,548.31,266.0,1,3,1,1,0
3187.413333333333,35,1326.39,252.0,1,1,0,0,1
3187.413333333333,30,1326.39,253.0,1,1,0,0,1
3187.413333333333,30,1326.39,255.0,1,1,0,0,1
5224.16,34,2676.54,74.0,1,9,0,0,0
5224.16,34,2676.54,76.0,1,9,0,0,1
5224.16,34,2676.54,79.0,1,9,0,0,1
5224.16,34,2676.54,80.0,1,9,0,0,1
9705.57,2,115.48,263.0,2,2,1,1,0
9705.57,2,115.48,268.0,1,2,1,1,0
9025.106666666668,22,651.32,330.0,1,4,0,0,1
9025.106666666668,21,651.32,332.0,1,4,0,0,1
9025.106666666668,21,651.32,333.0,1,4,0,0,1
10373.013333333334,18,16.36,310.0,2,2,1,1,0
10373.013333333334,13,16.36,311.0,2,2,1,1,0
10373.013333333334,13,16.36,313.0,2,2,1,0,0
10373.013333333334,15,16.36,314.0,2,2,1,1,0
10373.013333333334,16,16.36,315.0,2,2,1,1,0
10373.013333333334,13,16.36,316.0,2,2,1,1,0
4659.51,51,1974.29,86.0,0,5,0,0,1
724.8112500000002,14,172.91,362.0,1,4,0,0,0
724.8112500000002,14,172.91,364.0,1,4,0,0,1
724.8112500000002,14,172.91,365.0,1,4,0,0,1
724.8112500000002,14,172.91,366.0,2,4,0,0,1
724.8112500000002,14,172.91,369.0,1,4,0,0,1
2224.39,18,1213.1,244.0,1,4,0,1,0
2224.39,15,1213.1,245.0,1,4,0,1,0
2224.39,18,1213.1,246.0,1,4,0,1,0
2224.39,18,1213.1,251.0,1,4,0,1,0
4345.05,26,3576.63,160.0,1,7,0,0,1
4345.05,21,3576.63,161.0,1,7,0,0,1
4345.05,28,3576.63,163.0,1,7,0,0,1
4345.05,21,3576.63,164.0,1,7,0,0,1
4345.05,29,3576.63,165.0,1,7,0,0,1
3491.9300000000007,2,940.91,189.0,2,4,1,1,0
3491.9300000000007,-3,940.91,190.0,2,4,1,1,0
3491.9300000000007,2,940.91,192.0,2,4,1,1,0
3491.9300000000007,2,940.91,193.0,2,4,1,1,0
1108.96,36,1288.65,152.0,0,4,0,0,0
1108.96,35,1288.65,154.0,0,4,0,0,1
990.4022699937736,36,1288.65,159.0,0,4,0,0,1
2298.608333333333,15,1365.58,213.0,1,6,0,0,1
2298.608333333333,12,1365.58,214.0,1,6,0,0,1
2298.608333333333,15,1365.58,215.0,1,6,0,0,1
4437.99,25,1106.86,132.0,1,1,0,0,1
4437.99,27,1106.86,134.0,1,1,0,0,1
4437.99,25,1106.86,135.0,1,1,0,0,0
4437.99,25,1106.86,136.0,1,1,0,0,1
4437.99,25,1106.86,138.0,1,1,0,0,1
4863.171666666666,20,194.58,362.0,1,2,0,0,0
2055.123333333333,23,844.54,170.0,1,6,0,0,1
2055.123333333333,24,844.54,171.0,1,6,0,0,1
2055.123333333333,23,844.54,174.0,1,6,0,0,1
2055.123333333333,23,844.54,175.0,1,6,0,0,1
3399.581666666667,3,1433.89,282.0,2,1,1,1,0
3399.581666666667,3,1433.89,283.0,1,1,1,1,0
3399.581666666667,3,1433.89,284.0,2,1,1,1,0
2956.6083333333336,49,2813.15,93.0,0,6,0,0,1
2956.6083333333336,49,2813.15,100.0,0,6,0,0,1
6050.201666666668,1,1069.19,277.0,0,1,1,1,0
6050.201666666668,1,1069.19,279.0,0,1,1,0,0
11771.123333333337,29,932.32,320.0,1,3,0,0,0
11771.123333333337,29,932.32,321.0,1,3,0,1,0
11771.123333333337,29,932.32,323.0,1,3,0,1,0
11771.123333333337,29,932.32,324.0,1,3,0,1,0
11771.123333333337,29,932.32,326.0,2,3,0,1,0
1687.7766666666666,8,111.83,249.0,1,3,0,1,0
1687.7766666666666,9,111.83,250.0,1,3,0,1,0
1687.7766666666666,8,111.83,251.0,1,3,0,0,0
1687.7766666666666,8,111.83,252.0,1,3,0,1,0
1687.7766666666666,8,111.83,254.0,1,3,0,0,0
5318.93,42,3622.14,127.0,1,7,0,0,1
5318.93,42,3622.14,129.0,1,7,0,0,0
5318.93,42,3622.14,131.0,1,7,0,0,1
5318.93,42,3622.14,132.0,1,7,0,0,1
5318.93,42,3622.14,133.0,1,7,0,0,1
2836.788333333333,27,954.98,383.0,1,2,0,1,0
2836.788333333333,26,954.98,384.0,1,2,0,1,0
2836.788333333333,27,954.98,386.0,1,2,0,1,0
2836.788333333333,27,954.98,387.0,1,2,0,1,0
2836.788333333333,27,954.98,388.0,1,2,0,1,0
2836.788333333333,27,954.98,389.0,1,2,0,1,0
2836.788333333333,27,954.98,390.0,1,2,0,1,0
3750.4233333333336,50,2617.44,161.0,0,5,0,0,1
3750.4233333333336,50,2617.44,162.0,0,5,0,0,1
3750.4233333333336,50,2617.44,163.0,0,5,0,0,1
3750.4233333333336,50,2617.44,164.0,0,5,0,0,1
3750.4233333333336,48,2617.44,165.0,1,5,0,0,1
3750.4233333333336,50,2617.44,167.0,0,5,0,0,1
3750.4233333333336,50,2617.44,168.0,0,5,0,0,1
5871.605,18,174.74,226.0,1,2,0,0,1
5871.605,24,174.74,227.0,1,2,0,0,1
5871.605,23,174.74,228.0,1,2,0,0,1
5871.605,23,174.74,229.0,1,2,0,0,1
5871.605,23,174.74,230.0,1,2,0,0,1
5871.605,23,174.74,231.0,1,2,0,0,1
5871.605,23,174.74,233.0,1,2,0,0,1
827.1079166666666,13,273.99,387.0,1,2,0,1,0
827.1079166666666,13,273.99,392.0,0,2,0,0,0
827.1079166666666,13,273.99,393.0,0,2,0,1,0
1442.6583333333335,15,1889.31,71.0,1,4,0,0,1
1442.6583333333335,15,1889.31,72.0,1,4,0,0,1
1442.6583333333335,19,1889.31,74.0,1,4,0,0,1
1442.6583333333335,15,1889.31,75.0,1,4,0,0,1
1442.6583333333335,10,1889.31,77.0,0,4,0,0,1
3212.8658333333333,30,785.19,170.0,1,3,0,0,1
3212.8658333333333,26,785.19,174.0,1,3,0,0,1
3212.8658333333333,31,785.19,175.0,1,3,0,0,1
3212.8658333333333,26,785.19,176.0,1,3,0,0,1
8428.56,30,615.39,83.0,1,7,0,0,1
8428.56,29,615.39,84.0,1,7,0,0,1
8428.56,31,615.39,86.0,1,7,0,0,1
2180.8291666666664,18,176.51,283.0,1,1,0,1,0
2180.8291666666664,18,176.51,284.0,1,1,0,0,0
2180.8291666666664,18,176.51,285.0,1,1,0,1,0
2180.8291666666664,13,176.51,286.0,0,1,0,1,0
2180.8291666666664,22,176.51,289.0,0,1,0,1,0
2180.8291666666664,18,176.51,290.0,0,1,0,1,0
1224.7258333333332,26,1811.96,76.0,0,7,0,0,1
1224.7258333333332,27,1811.96,78.0,0,7,0,0,1
1224.7258333333332,27,1811.96,79.0,0,7,0,0,0
9252.033333333333,7,670.36,263.0,1,4,0,0,1
9252.033333333333,7,670.36,265.0,1,4,0,0,1
5157.675,41,2362.56,124.0,0,2,0,0,1
5157.675,41,2362.56,129.0,0,2,0,0,1
2939.36,21,902.23,269.0,1,4,0,0,0
2939.36,20,902.23,271.0,1,4,0,0,1
2939.36,20,902.23,274.0,1,4,0,0,1
2939.36,20,902.23,275.0,1,4,0,0,0
2939.36,23,902.23,276.0,1,4,0,0,1
1630.1133333333337,30,2405.5,209.0,1,2,0,0,1
1630.1133333333337,30,2405.5,211.0,1,2,0,0,1
1630.1133333333337,30,2405.5,213.0,1,2,0,0,0
1630.1133333333337,30,2405.5,214.0,1,2,0,0,1
1630.1133333333337,30,2405.5,216.0,1,2,0,0,1
4540.96,15,4779.68,73.0,0,5,0,0,1
4540.96,15,4779.68,77.0,0,5,0,0,1
4540.96,17,4779.68,78.0,0,5,0,0,1
3129.463333333333,36,3339.22,74.0,0,9,0,0,1
3129.463333333333,38,3339.22,75.0,0,9,0,0,1
3129.463333333333,41,3339.22,79.0,1,9,0,0,1
11062.33,7,560.57,268.0,1,3,1,1,0
11062.33,7,560.57,270.0,1,3,1,1,0
11062.33,7,560.57,272.0,2,3,1,1,0
11062.33,7,560.57,273.0,2,3,1,1,0
5852.846666666667,18,1707.18,127.0,0,6,0,0,1
5852.846666666667,22,1707.18,129.0,0,6,0,0,1
5852.846666666667,18,1707.18,130.0,0,6,0,0,1
3259.263333333334,27,4786.62,18.0,1,6,0,0,1
3259.263333333334,27,4786.62,19.0,1,6,0,0,1
3040.290094663389,27,4786.62,20.0,1,6,0,0,1
3040.290094663389,23,4786.62,21.0,1,6,0,0,1
4974.125,24,3116.46,23.0,1,7,0,0,1
4974.125,24,3116.46,24.0,1,7,0,0,1
4974.125,24,3116.46,25.0,1,7,0,0,1
4974.125,24,3116.46,26.0,1,7,0,0,0
4974.125,25,3116.46,29.0,1,7,0,0,1
4974.125,24,3116.46,30.0,1,7,0,0,1
4175.485,21,1969.76,88.0,2,5,0,0,1
1264.6691666666666,15,399.01,227.0,1,4,0,1,0
1264.6691666666666,15,399.01,229.0,1,4,0,1,0
1544.5625,47,3487.3,26.0,0,5,0,0,1
1544.5625,47,3487.3,28.0,0,5,0,0,1
1544.5625,47,3487.3,29.0,1,5,0,0,1
1544.5625,47,3487.3,32.0,1,5,0,0,1
10017.403333333334,10,341.88,285.0,1,3,0,0,1
2114.8766666666666,25,1114.46,91.0,1,3,0,0,1
2114.8766666666666,25,1114.46,95.0,1,3,0,0,1
2114.8766666666666,25,1114.46,97.0,1,3,0,0,1
2006.291666666667,29,857.88,74.0,1,2,0,0,1
2006.291666666667,29,857.88,75.0,1,2,0,0,1
2006.291666666667,27,857.88,79.0,1,2,0,0,0
2006.291666666667,29,857.88,80.0,1,2,0,0,1
14034.9,13,953.24,346.0,1,2,1,1,0
14034.9,17,953.24,349.0,2,2,1,1,0
14034.9,15,953.24,351.0,2,2,1,1,0
14034.9,19,953.24,352.0,1,2,1,1,0
3492.401666666666,48,1446.99,142.0,0,4,0,0,1
4734.566666666667,49,2501.85,162.0,0,5,0,0,1
4734.566666666667,49,2501.85,164.0,0,5,0,0,1
4734.566666666667,49,2501.85,165.0,0,5,0,0,0
4734.566666666667,49,2501.85,167.0,0,5,0,0,1
4734.566666666667,49,2501.85,168.0,1,5,0,0,1
2715.115,-1,1221.11,234.0,1,4,1,1,0
2715.115,6,1221.11,236.0,0,4,1,1,0
2715.115,4,1221.11,238.0,0,4,1,1,0
7097.218333333332,8,1231.32,285.0,2,1,1,1,0
7097.218333333332,5,1231.32,286.0,2,1,1,1,0
7097.218333333332,4,1231.32,287.0,2,1,1,0,0
7097.218333333332,5,1231.32,288.0,2,1,1,0,0
7097.218333333332,5,1231.32,291.0,2,1,1,1,0
3077.831666666667,5,1892.22,219.0,1,6,0,0,1
3077.831666666667,6,1892.22,220.0,2,6,0,0,1
3077.831666666667,6,1892.22,222.0,2,6,0,0,1
3735.7025,45,3415.38,159.0,1,7,0,0,0
3426.884767343975,41,3415.38,164.0,1,7,0,0,1
3426.884767343975,42,3415.38,166.0,1,7,0,0,1
4099.164999999999,45,2554.95,164.0,0,3,0,0,1
4099.164999999999,45,2554.95,165.0,0,3,0,0,1
4099.164999999999,45,2554.95,168.0,1,3,0,0,1
4099.164999999999,43,2554.95,169.0,1,3,0,0,1
6882.046666666666,6,1210.87,239.0,1,2,0,0,1
6882.046666666666,6,1210.87,241.0,1,2,0,0,1
6882.046666666666,6,1210.87,243.0,1,2,0,0,1
6882.046666666666,6,1210.87,245.0,1,2,0,0,0
2535.745,12,31.5,263.0,0,2,1,0,0
2535.745,13,31.5,267.0,0,2,1,1,0
5414.265,43,1634.56,226.0,1,7,0,0,1
5414.265,43,1634.56,229.0,0,7,0,0,1
5414.265,43,1634.56,230.0,1,7,0,0,1
5414.265,39,1634.56,231.0,0,7,0,0,1
5414.265,43,1634.56,232.0,0,7,0,0,1
3481.5225000000005,55,3428.08,27.0,1,5,0,0,1
1330.5616666666667,15,4268.86,15.0,1,9,0,0,0
1330.5616666666667,15,4268.86,16.0,0,9,0,0,1
1330.5616666666667,15,4268.86,18.0,0,9,0,0,1
1330.5616666666667,15,4268.86,20.0,1,9,0,0,0
11613.703333333331,21,694.02,332.0,1,1,0,1,0
11613.703333333331,21,694.02,333.0,1,1,0,1,0
11613.703333333331,21,694.02,334.0,1,1,0,1,0
11613.703333333331,21,694.02,336.0,1,1,0,1,0
11613.703333333331,21,694.02,337.0,1,1,0,1,0
11613.703333333331,21,694.02,338.0,1,1,0,1,0
5157.3533333333335,28,295.16,328.0,0,2,1,0,0
5157.3533333333335,25,295.16,329.0,0,2,1,1,0
5157.3533333333335,24,295.16,330.0,0,2,1,1,0
5157.3533333333335,26,295.16,333.0,0,2,1,1,0
567.0962499999998,38,1318.12,92.0,0,4,0,0,1
567.0962499999998,38,1318.12,94.0,0,4,0,0,1
567.0962499999998,38,1318.12,96.0,0,4,0,0,1
567.0962499999998,38,1318.12,97.0,0,4,0,0,1
567.0962499999998,38,1318.12,99.0,0,4,0,0,1
3468.5825,34,1489.73,157.0,0,7,0,0,1
3468.5825,34,1489.73,160.0,0,7,0,0,1
3468.5825,34,1489.73,163.0,0,7,0,0,1
6805.81,35,3815.21,93.0,0,6,0,0,1
6805.81,31,3815.21,94.0,0,6,0,0,1
6805.81,31,3815.21,95.0,0,6,0,0,1
6805.81,31,3815.21,96.0,0,6,0,0,1
6805.81,31,3815.21,97.0,0,6,0,0,1
6805.81,31,3815.21,98.0,0,6,0,0,1
6805.81,31,3815.21,100.0,0,6,0,0,0
4778.34,14,638.7,218.0,2,3,1,1,0
4327.369160894408,12,638.7,222.0,1,3,1,1,0
4327.369160894408,14,638.7,223.0,2,3,1,1,0
4327.369160894408,14,638.7,224.0,2,3,1,0,0
2682.3266666666664,18,1295.76,121.0,0,6,0,0,1
2682.3266666666664,15,1295.76,124.0,0,6,0,0,0
1592.2241666666666,31,625.46,390.0,1,2,0,1,0
2468.4925000000007,5,342.77,320.0,1,3,0,0,0
2468.4925000000007,5,342.77,322.0,1,3,0,1,0
2468.4925000000007,5,342.77,323.0,0,3,0,1,0
6156.3966666666665,16,380.09,377.0,2,2,1,1,0
6156.3966666666665,15,380.09,379.0,2,2,1,0,0
6156.3966666666665,15,380.09,383.0,2,2,1,0,0
1456.1391666666666,50,2229.59,75.0,0,2,0,0,1
1456.1391666666666,45,2229.59,78.0,0,2,0,0,1
1456.1391666666666,50,2229.59,79.0,0,2,0,0,1
5208.8,18,1350.4,94.0,1,4,0,0,1
5208.8,18,1350.4,97.0,1,4,0,0,1
5208.8,18,1350.4,99.0,1,4,0,0,1
5208.8,18,1350.4,100.0,2,4,0,0,1
10016.533333333333,19,828.59,211.0,1,1,0,0,1
10016.533333333333,19,828.59,212.0,1,1,0,0,1
10016.533333333333,22,828.59,215.0,2,1,0,0,1
10016.533333333333,19,828.59,217.0,1,1,0,0,1
8982.475,22,1134.39,338.0,1,4,0,1,0
8982.475,18,1134.39,339.0,1,4,0,1,0
8982.475,22,1134.39,341.0,1,4,0,1,0
8982.475,17,1134.39,343.0,1,4,0,1,0
8982.475,22,1134.39,344.0,1,4,0,1,0
5422.615,12,1385.21,298.0,1,3,1,0,0
5422.615,4,1385.21,300.0,1,3,1,1,0
5422.615,7,1385.21,301.0,1,3,1,1,0
1557.7041666666669,18,2160.86,70.0,0,4,0,0,1
1557.7041666666669,16,2160.86,75.0,0,4,0,0,1
3814.776666666666,7,180.53,278.0,1,1,0,0,1
3814.776666666666,7,180.53,285.0,1,1,0,0,1
1026.3558333333333,53,1482.09,131.0,0,7,0,0,1
1026.3558333333333,53,1482.09,133.0,0,7,0,0,0
1026.3558333333333,53,1482.09,135.0,0,7,0,0,1
7297.935,17,135.88,319.0,1,1,0,0,1
7297.935,21,135.88,323.0,1,1,0,0,1
2562.655,7,1354.46,265.0,0,2,1,1,0
2562.655,7,1354.46,266.0,0,2,1,1,0
2562.655,7,1354.46,270.0,0,2,1,1,0
2948.109166666666,8,95.89,231.0,2,4,1,1,0
2948.109166666666,10,95.89,236.0,2,4,1,1,0
2948.109166666666,8,95.89,237.0,2,4,1,1,0
2948.109166666666,8,95.89,238.0,2,4,1,1,0
2929.755,43,3178.65,137.0,1,6,0,0,1
2929.755,43,3178.65,139.0,1,6,0,0,1
2929.755,43,3178.65,140.0,1,6,0,0,1
3932.8575,55,4241.23,122.0,0,7,0,0,1
3932.8575,55,4241.23,128.0,0,7,0,0,1
10235.54,2,1274.76,185.0,2,4,1,1,0
10235.54,1,1274.76,188.0,1,4,1,1,0
10235.54,2,1274.76,189.0,1,4,1,1,0
1547.065833333333,19,3519.49,56.0,0,9,0,0,1
1547.065833333333,19,3519.49,59.0,0,9,0,0,1
1547.065833333333,19,3519.49,61.0,0,9,0,0,0
1547.065833333333,19,3519.49,62.0,0,9,0,0,1
5247.983333333334,30,1686.57,165.0,0,2,0,0,1
5247.983333333334,30,1686.57,170.0,0,2,0,0,1
5247.983333333334,30,1686.57,171.0,0,2,0,0,1
3206.8241666666668,10,1410.14,334.0,0,4,1,1,0
3206.8241666666668,15,1410.14,336.0,0,4,1,1,0
3206.8241666666668,15,1410.14,338.0,1,4,1,1,0
3206.8241666666668,10,1410.14,341.0,0,4,1,1,0
914.15,18,4128.98,76.0,1,6,0,0,0
914.15,16,4128.98,79.0,1,6,0,0,1
914.15,18,4128.98,81.0,1,6,0,0,1
914.15,18,4128.98,83.0,1,6,0,0,1
2919.0166666666664,9,630.29,193.0,2,2,1,1,0
2919.0166666666664,9,630.29,194.0,2,2,1,1,0
2919.0166666666664,9,630.29,197.0,2,2,1,1,0
4763.703333333334,48,3984.74,109.0,0,8,0,0,1
4763.703333333334,49,3984.74,110.0,0,8,0,0,1
4763.703333333334,48,3984.74,112.0,0,8,0,0,0
4763.703333333334,48,3984.74,113.0,0,8,0,0,1
9266.9625,10,418.24,91.0,1,7,0,0,1
8458.884362375496,10,418.24,93.0,1,7,0,0,1
4207.74,6,1008.31,195.0,1,2,0,0,0
4207.74,6,1008.31,196.0,1,2,0,0,1
2128.46,3,1020.77,243.0,2,4,1,1,0
2128.46,3,1020.77,246.0,2,4,1,1,0
2128.46,3,1020.77,249.0,1,4,1,1,0
9369.24,5,1379.67,330.0,1,3,0,0,1
9369.24,8,1379.67,331.0,0,3,0,0,1
9369.24,0,1379.67,332.0,0,3,0,0,1
9369.24,5,1379.67,333.0,0,3,0,0,0
5061.575,19,137.98,269.0,2,1,1,1,0
5061.575,19,137.98,272.0,2,1,1,1,0
5061.575,19,137.98,274.0,2,1,1,1,0
5061.575,19,137.98,275.0,1,1,1,1,0
3065.4025,11,664.61,130.0,1,4,0,0,1
3065.4025,11,664.61,132.0,1,4,0,0,1
3065.4025,16,664.61,133.0,1,4,0,0,1
3065.4025,11,664.61,134.0,1,4,0,0,1
3065.4025,11,664.61,137.0,1,4,0,0,1
4864.17,56,1600.43,76.0,0,8,0,0,1
4864.17,61,1600.43,79.0,0,8,0,0,1
4864.17,58,1600.43,80.0,0,8,0,0,1
2588.06,7,619.73,312.0,2,3,1,1,0
2588.06,2,619.73,313.0,2,3,1,1,0
2588.06,5,619.73,315.0,2,3,1,1,0
2588.06,12,619.73,316.0,1,3,1,1,0
2588.06,7,619.73,317.0,2,3,1,1,0
2588.06,12,619.73,318.0,2,3,1,1,0
10508.076666666666,8,1075.37,290.0,1,4,0,0,1
10508.076666666666,3,1075.37,291.0,1,4,0,0,1
10508.076666666666,8,1075.37,292.0,1,4,0,0,1
10508.076666666666,8,1075.37,294.0,2,4,0,0,1
5564.016666666666,60,2228.79,216.0,0,5,0,0,1
5564.016666666666,60,2228.79,219.0,0,5,0,0,1
5564.016666666666,60,2228.79,220.0,0,5,0,0,0
4465.265,46,1513.28,125.0,0,8,0,0,1
4465.265,48,1513.28,130.0,0,8,0,0,1
7299.79,12,46.92,341.0,1,3,0,0,1
7299.79,20,46.92,342.0,1,3,0,0,1
7299.79,17,46.92,343.0,1,3,0,0,1
7299.79,17,46.92,346.0,1,3,0,0,1
1665.7208333333335,25,2822.13,81.0,0,7,0,0,0
1665.7208333333335,21,2822.13,82.0,0,7,0,0,1
560.4354166666667,38,4579.09,2.0,1,9,0,0,1
560.4354166666667,38,4579.09,5.0,1,9,0,0,1
560.4354166666667,38,4579.09,6.0,1,9,0,0,1
560.4354166666667,38,4579.09,7.0,1,9,0,0,1
560.4354166666667,38,4579.09,8.0,1,9,0,0,1
5711.368333333333,11,1455.38,226.0,2,1,1,1,0
9488.966666666667,21,407.8,253.0,1,2,0,0,1
2736.965,10,1191.4,382.0,1,2,0,0,1
2736.965,13,1191.4,386.0,1,2,0,0,1
5799.031666666668,6,1056.32,304.0,1,1,0,0,1
5799.031666666668,9,1056.32,305.0,1,1,0,0,1
5799.031666666668,9,1056.32,306.0,1,1,0,0,1
5566.993333333333,3,609.25,369.0,1,1,1,1,0
5566.993333333333,7,609.25,370.0,1,1,1,1,0
5566.993333333333,3,609.25,371.0,1,1,1,1,0
5566.993333333333,-1,609.25,374.0,1,1,1,1,0
5566.993333333333,3,609.25,375.0,1,1,1,1,0
2768.7016666666664,-1,441.0,246.0,0,3,1,1,0
2768.7016666666664,2,441.0,250.0,1,3,1,1,0
2768.7016666666664,-3,441.0,251.0,0,3,1,1,0
544.0066666666668,61,2181.01,230.0,0,5,0,0,1
544.0066666666668,58,2181.01,231.0,1,5,0,0,1
544.0066666666668,61,2181.01,234.0,0,5,0,0,1
544.0066666666668,56,2181.01,236.0,1,5,0,0,1
2772.038333333333,10,33.61,347.0,1,4,0,0,1
2772.038333333333,11,33.61,354.0,1,4,0,0,1
5692.406666666668,54,1356.05,184.0,0,6,0,0,1
6444.178333333332,11,216.05,373.0,1,4,1,1,0
6444.178333333332,11,216.05,374.0,1,4,1,1,0
6444.178333333332,7,216.05,375.0,1,4,1,1,0
6444.178333333332,11,216.05,376.0,2,4,1,1,0
6444.178333333332,11,216.05,379.0,1,4,1,1,0
6444.178333333332,11,216.05,380.0,1,4,1,1,0
11096.623333333337,26,1317.58,225.0,1,4,0,0,1
11096.623333333337,26,1317.58,227.0,2,4,0,0,1
11096.623333333337,26,1317.58,229.0,1,4,0,0,1
11096.623333333337,26,1317.58,230.0,2,4,0,0,0
5350.4275,15,2547.59,67.0,1,5,0,0,1
5350.4275,14,2547.59,69.0,1,5,0,0,1
5350.4275,16,2547.59,71.0,1,5,0,0,1
1248.6604166666666,26,639.32,87.0,1,7,0,0,1
1248.6604166666666,28,639.32,88.0,1,7,0,0,1
1153.183343567521,29,639.32,93.0,1,7,0,0,1
1241.3641666666665,17,1533.86,95.0,0,5,0,0,1
1241.3641666666665,14,1533.86,97.0,1,5,0,0,1
1241.3641666666665,14,1533.86,100.0,0,5,0,0,1
6692.636666666666,19,982.44,331.0,1,4,0,0,1
6692.636666666666,19,982.44,333.0,1,4,0,0,1
6692.636666666666,19,982.44,334.0,1,4,0,0,1
6692.636666666666,19,982.44,335.0,1,4,0,0,1
6692.636666666666,19,982.44,338.0,1,4,0,0,1
10874.95,27,820.08,375.0,1,4,0,0,1
10874.95,27,820.08,377.0,1,4,0,0,1
10874.95,27,820.08,378.0,1,4,0,0,1
10874.95,27,820.08,380.0,1,4,0,0,1
1684.2441666666666,52,3695.47,50.0,0,9,0,0,1
1684.2441666666666,57,3695.47,53.0,0,9,0,0,0
1684.2441666666666,57,3695.47,54.0,0,9,0,0,1
2772.3250000000007,5,2261.01,98.0,0,6,0,0,1
2772.3250000000007,9,2261.01,104.0,0,6,0,0,1
945.82375,29,2128.94,208.0,0,3,0,0,0
945.82375,29,2128.94,209.0,0,3,0,0,0
945.82375,24,2128.94,211.0,0,3,0,0,1
945.82375,29,2128.94,212.0,0,3,0,0,1
945.82375,34,2128.94,213.0,0,3,0,0,0
6087.91,9,702.65,389.0,1,4,1,0,0
6087.91,9,702.65,394.0,1,4,1,1,0
7277.8775,25,1071.88,335.0,1,3,0,1,0
7277.8775,20,1071.88,336.0,1,3,0,1,0
7277.8775,20,1071.88,337.0,1,3,0,1,0
7277.8775,20,1071.88,338.0,1,3,0,0,0
7277.8775,20,1071.88,339.0,1,3,0,1,0
7277.8775,25,1071.88,342.0,1,3,0,1,0
6433.491666666666,10,807.52,258.0,2,2,1,1,0
6433.491666666666,10,807.52,261.0,2,2,1,1,0
6433.491666666666,10,807.52,262.0,2,2,1,1,0
6433.491666666666,15,807.52,264.0,1,2,1,1,0
2574.8175,12,1128.36,260.0,2,1,1,1,0
2574.8175,12,1128.36,262.0,2,1,1,0,0
2574.8175,8,1128.36,263.0,2,1,1,1,0
2574.8175,12,1128.36,267.0,2,1,1,1,0
10830.473333333332,13,1052.0,220.0,2,2,1,1,0
10830.473333333332,13,1052.0,222.0,1,2,1,1,0
10830.473333333332,13,1052.0,224.0,1,2,1,0,0
2827.249166666666,6,1369.84,185.0,2,2,1,1,0
2827.249166666666,6,1369.84,186.0,2,2,1,1,0
2827.249166666666,4,1369.84,187.0,2,2,1,1,0
2827.249166666666,7,1369.84,188.0,2,2,1,1,0
2827.249166666666,8,1369.84,190.0,2,2,1,1,0
2827.249166666666,7,1369.84,192.0,1,2,1,1,0
9443.54559157295,2,623.04,340.0,2,4,1,1,0
9443.54559157295,-2,623.04,342.0,2,4,1,1,0
3714.416666666666,13,170.33,370.0,1,1,0,0,1
3714.416666666666,13,170.33,371.0,1,1,0,0,1
3714.416666666666,13,170.33,372.0,1,1,0,0,1
3714.416666666666,13,170.33,373.0,1,1,0,0,1
3714.416666666666,13,170.33,375.0,1,1,0,0,1
2414.960833333333,12,410.57,225.0,1,4,0,1,0
2414.960833333333,12,410.57,226.0,1,4,0,1,0
2414.960833333333,15,410.57,227.0,1,4,0,0,0
2414.960833333333,16,410.57,228.0,1,4,0,1,0
2414.960833333333,12,410.57,229.0,1,4,0,1,0
1853.720833333333,15,1181.19,69.0,1,6,0,0,1
1853.720833333333,15,1181.19,73.0,2,6,0,0,1
1853.720833333333,15,1181.19,74.0,2,6,0,0,1
1853.720833333333,15,1181.19,75.0,1,6,0,0,0
1853.720833333333,15,1181.19,76.0,2,6,0,0,1
1392.289166666667,45,4509.55,36.0,1,6,0,0,1
1392.289166666667,45,4509.55,37.0,1,6,0,0,1
1392.289166666667,45,4509.55,38.0,1,6,0,0,1
8320.173333333334,10,904.83,277.0,1,1,0,0,1
8320.173333333334,15,904.83,279.0,1,1,0,0,1
7990.76,10,96.56,221.0,1,4,0,0,0
7990.76,10,96.56,225.0,1,4,0,0,1
3241.939166666666,12,719.7,361.0,1,2,1,1,0
3241.939166666666,12,719.7,364.0,1,2,1,1,0
4993.6125,7,2258.24,140.0,0,7,0,0,1
4993.6125,8,2258.24,141.0,0,7,0,0,1
4993.6125,8,2258.24,142.0,0,7,0,0,0
4993.6125,8,2258.24,145.0,0,7,0,0,0
1659.429583333333,3,1140.51,209.0,1,2,1,1,0
1659.429583333333,-1,1140.51,212.0,2,2,1,1,0
1659.429583333333,3,1140.51,214.0,1,2,1,1,0
1659.429583333333,3,1140.51,215.0,2,2,1,1,0
1695.5570833333334,27,560.63,87.0,1,6,0,0,1
1695.5570833333334,23,560.63,88.0,1,6,0,0,1
1695.5570833333334,27,560.63,89.0,1,6,0,0,1
1695.5570833333334,27,560.63,90.0,1,6,0,0,1
1695.5570833333334,27,560.63,91.0,1,6,0,0,1
1695.5570833333334,27,560.63,92.0,1,6,0,0,1
11910.413333333332,11,127.56,121.0,1,2,0,0,1
7405.66,2,522.23,219.0,2,4,1,1,0
7405.66,4,522.23,224.0,2,4,1,1,0
2146.1691666666666,6,595.44,362.0,1,3,0,1,0
